Gene ID	source_id	Gene Name or Symbol	gene_source_id	sense - salivary gland sporozoites - unique only	Transcriptomic Analysis of Cultured Sporozoites - Sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	Transcriptomic Analysis of Cultured Sporozoites - Cultured sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	
PF3D7_0608600	PF3D7_0608600.1	N/A	PF3D7_0608600	2.51	2.56	54.97	
PF3D7_0608700	PF3D7_0608700.1	CCT6	PF3D7_0608700	13.59	6.65	91.04	
PF3D7_0608800	PF3D7_0608800.1	OAT	PF3D7_0608800	10.26	4.97	22.62	
PF3D7_0608900	PF3D7_0608900.1	N/A	PF3D7_0608900	0.64	0.44	68.72	
PF3D7_0609000	PF3D7_0609000.1	NUP637	PF3D7_0609000	12.64	13.64	79.03	
PF3D7_0609100	PF3D7_0609100.1	ZIP1	PF3D7_0609100	3.64	1.15	64.12	
PF3D7_0609200	PF3D7_0609200.1	N/A	PF3D7_0609200	0.54	0.42	29.66	
PF3D7_0609300	PF3D7_0609300.1	N/A	PF3D7_0609300	2.63	1.06	63.88	
PF3D7_0609400	PF3D7_0609400.1	CLS	PF3D7_0609400	7.96	6.35	156.81	
PF3D7_0609500	PF3D7_0609500.1	N/A	PF3D7_0609500	1.45	0.39	26.32	
PF3D7_0609600	PF3D7_0609600.1	N/A	PF3D7_0609600	5.81	0.75	28.95	
PF3D7_0609700	PF3D7_0609700.1	KIC6	PF3D7_0609700	61.11	313.44	152.96	
PF3D7_0609800	PF3D7_0609800.1	DHHC2	PF3D7_0609800	75.33	9.12	45.68	
PF3D7_0609900	PF3D7_0609900.1	N/A	PF3D7_0609900	1.85	0.95	125.28	
PF3D7_0610000	PF3D7_0610000.1	N/A	PF3D7_0610000	2.27	0.08	56.03	
PF3D7_0610100	PF3D7_0610100.1	SLU7	PF3D7_0610100	6.5	7.2	132.81	
PF3D7_0610200	PF3D7_0610200.1	RBM25	PF3D7_0610200	7.06	21.98	118.88	
PF3D7_0610400	PF3D7_0610400.1	H3	PF3D7_0610400	1652.5	280	57.5	
PF3D7_0610500	PF3D7_0610500.1	N/A	PF3D7_0610500	0	0.98	6.85	
PF3D7_0610600	PF3D7_0610600.1	CDPK2	PF3D7_0610600	2.56	26.26	87.55	
PF3D7_0610700	PF3D7_0610700.1	N/A	PF3D7_0610700	45.69	149.26	160.26	
PF3D7_0610800	PF3D7_0610800.1	TK	PF3D7_0610800	115.13	176.01	103.45	
PF3D7_0610900	PF3D7_0610900.1	SPT5	PF3D7_0610900	15.09	29.89	76.29	
PF3D7_0611000	PF3D7_0611000.1	N/A	PF3D7_0611000	3.63	0.93	16.05	
PF3D7_0611100	PF3D7_0611100.1	SDH3	PF3D7_0611100	4.76	0.58	31.45	
PF3D7_0611200	PF3D7_0611200.1	ApiAP2	PF3D7_0611200	2.55	0.17	69.48	
PF3D7_0611300	PF3D7_0611300.1	N/A	PF3D7_0611300	2.08	0.35	27.86	
PF3D7_0611400	PF3D7_0611400.1	SWIB	PF3D7_0611400	1.68	0.41	20.55	
PF3D7_0611500	PF3D7_0611500.1	N/A	PF3D7_0611500	0.35	0.27	16.72	
PF3D7_0611600	PF3D7_0611600.1	BTP1	PF3D7_0611600	2.01	1.49	90.57	
PF3D7_0611700	PF3D7_0611700.1	RPL39	PF3D7_0611700	34.4	24.28	75.29	
PF3D7_0611800	PF3D7_0611800.1	N/A	PF3D7_0611800	170.88	480.9	74.46	
PF3D7_0611900	PF3D7_0611900.1	N/A	PF3D7_0611900	11.19	36.35	119.92	
PF3D7_0612000	PF3D7_0612000.1	N/A	PF3D7_0612000	28.17	2.57	27.75	
PF3D7_0612100	PF3D7_0612100.1	EIF3L	PF3D7_0612100	25.91	50.52	75.1	
PF3D7_0612200	PF3D7_0612200.1	LRR6	PF3D7_0612200	4.82	3.66	188.77	
PF3D7_0612300	PF3D7_0612300.1	TMEM234	PF3D7_0612300	1.06	0.2	40.03	
PF3D7_0612400	PF3D7_0612400.1	N/A	PF3D7_0612400	0.84	1.33	26.87	
PF3D7_0612500	PF3D7_0612500.1	N/A	PF3D7_0612500	10.66	7.56	301.57	
PF3D7_0612600	PF3D7_0612600.1	NCS6	PF3D7_0612600	12.02	3.17	166.9	
PF3D7_0612700	PF3D7_0612700.1	P12	PF3D7_0612700	64.72	34.53	67.77	
PF3D7_0612800	PF3D7_0612800.1	P12p	PF3D7_0612800	259.6	129.62	53	
PF3D7_0612900	PF3D7_0612900.1	NOG1	PF3D7_0612900	193.51	524.73	78.96	
PF3D7_0613000	PF3D7_0613000.1	N/A	PF3D7_0613000	2.84	4.44	30.03	
PF3D7_0613000	PF3D7_0613000.2	N/A	PF3D7_0613000	2.84	4.44	30.03	
PF3D7_0613000	PF3D7_0613000.3	N/A	PF3D7_0613000	2.84	4.44	30.03	
PF3D7_0613100	PF3D7_0613100.1	N/A	PF3D7_0613100	132.87	77.14	35.23	
PF3D7_0613200	PF3D7_0613200.1	N/A	PF3D7_0613200	10.8	5.97	123.72	
PF3D7_0613300	PF3D7_0613300.1	ROP14	PF3D7_0613300	1.95	0.75	54.83	
PF3D7_0613400	PF3D7_0613400.1	N/A	PF3D7_0613400	38.27	11.23	32.62	
PF3D7_0613500	PF3D7_0613500.1	N/A	PF3D7_0613500	1.73	6.91	47	
PF3D7_0613600	PF3D7_0613600.1	N/A	PF3D7_0613600	23.85	13.23	30.4	
PF3D7_0613700	PF3D7_0613700.1	N/A	PF3D7_0613700	34.64	68.18	40.67	
PF3D7_0613800	PF3D7_0613800.1	ApiAP2	PF3D7_0613800	4.4	17.04	76.28	
PF3D7_0613900	PF3D7_0613900.1	MyoE	PF3D7_0613900	6.26	59.6	96.88	
PF3D7_0614000	PF3D7_0614000.1	N/A	PF3D7_0614000	16.93	32.16	62.22	
PF3D7_0614100	PF3D7_0614100.1	N/A	PF3D7_0614100	5.78	10.61	32.45	
PF3D7_0614200	PF3D7_0614200.1	NAR1	PF3D7_0614200	36.6	66.84	71.76	
PF3D7_0614300	PF3D7_0614300.1	MFR1	PF3D7_0614300	31.69	57.97	33.19	
PF3D7_0614400	PF3D7_0614400.1	CWF7	PF3D7_0614400	5.29	3.32	40.35	
PF3D7_0614500	PF3D7_0614500.1	RPL19	PF3D7_0614500	84.97	114.1	214.96	
PF3D7_0614600	PF3D7_0614600.1	N/A	PF3D7_0614600	2.33	1.97	30.22	
PF3D7_0614700	PF3D7_0614700.1	N/A	PF3D7_0614700	37.82	19.26	65.1	
PF3D7_0614800	PF3D7_0614800.1	NTHL1	PF3D7_0614800	35.28	50.94	33.06	
PF3D7_0614900	PF3D7_0614900.1	N/A	PF3D7_0614900	10.92	19.74	39.9	
PF3D7_0615000	PF3D7_0615000.1	N/A	PF3D7_0615000	13.89	7.6	41.39	
PF3D7_0615100	PF3D7_0615100.1	ENR	PF3D7_0615100	1.46	0.22	39.76	
PF3D7_0615200	PF3D7_0615200.1	N/A	PF3D7_0615200	2.89	0.96	25.71	
PF3D7_0615300	PF3D7_0615300.1	GWT1	PF3D7_0615300	3.24	0.86	38	
PF3D7_0615400	PF3D7_0615400.1	N/A	PF3D7_0615400	7.27	20.53	73.86	
PF3D7_0615500	PF3D7_0615500.1	CRK5	PF3D7_0615500	24.43	12.31	70.42	
PF3D7_0615600	PF3D7_0615600.1	N/A	PF3D7_0615600	114.67	123.72	68	
PF3D7_0615700	PF3D7_0615700.1	ALYREF	PF3D7_0615700	13.61	2.01	32.45	
PF3D7_0615800	PF3D7_0615800.1	COG4	PF3D7_0615800	14.52	7.55	27.44	
PF3D7_0615900	PF3D7_0615900.1	N/A	PF3D7_0615900	16	34.95	61.68	
PF3D7_0616000	PF3D7_0616000.1	PDXK	PF3D7_0616000	86.74	43.1	71.79	
PF3D7_0616100	PF3D7_0616100.1	N/A	PF3D7_0616100	3.06	4.76	27.41	
PF3D7_0616200	PF3D7_0616200.1	NDC80	PF3D7_0616200	26.54	36.91	61.03	
PF3D7_0616300	PF3D7_0616300.1	N/A	PF3D7_0616300	1.11	7.99	27.51	
PF3D7_0616400	PF3D7_0616400.1	N/A	PF3D7_0616400	3.36	3.65	24.38	
PF3D7_0616500	PF3D7_0616500.1	TLP	PF3D7_0616500	2498.26	4831.44	90.07	
PF3D7_0616600	PF3D7_0616600.1	N/A	PF3D7_0616600	12.99	21.21	103.83	
PF3D7_0616700	PF3D7_0616700.1	N/A	PF3D7_0616700	20.22	26.02	29.19	
PF3D7_0616800	PF3D7_0616800.1	MQO	PF3D7_0616800	12.77	11.3	49.88	
PF3D7_0616900	PF3D7_0616900.1	N/A	PF3D7_0616900	1.59	1.38	45.63	
PF3D7_0617000	PF3D7_0617000.1	TOM40	PF3D7_0617000	9.89	11.11	35.19	
PF3D7_0617100	PF3D7_0617100.1	N/A	PF3D7_0617100	29.07	21.71	37.83	
PF3D7_0617200	PF3D7_0617200.1	N/A	PF3D7_0617200	9.02	17.11	113.01	
PF3D7_0617300	PF3D7_0617300.1	N/A	PF3D7_0617300	439.41	76.65	19.2	
PF3D7_0617400	PF3D7_0617400.1	VAR	PF3D7_0617400	1.69	1.64	89.18	
PF3D7_0617500	PF3D7_0617500.1	RIF	PF3D7_0617500	0	0	26.68	
PF3D7_0617600	PF3D7_0617600.1	N/A	PF3D7_0617600	0	0.24	66.16	
PF3D7_0617700	PF3D7_0617700.1	RIF	PF3D7_0617700	1.76	0	21.88	
PF3D7_0617800	PF3D7_0617800.1	H2A	PF3D7_0617800	1203.97	819.63	134.41	
PF3D7_0617900	PF3D7_0617900.1	H3.3	PF3D7_0617900	3163.18	470.51	148.39	
PF3D7_0618000	PF3D7_0618000.1	N/A	PF3D7_0618000	6.39	17.2	23.41	
PF3D7_0618100	PF3D7_0618100.1	N/A	PF3D7_0618100	1.36	2.58	30.68	
PF3D7_0618200	PF3D7_0618200.1	N/A	PF3D7_0618200	10.02	1.21	73.58	
PF3D7_0618300	PF3D7_0618300.1	N/A	PF3D7_0618300	79.06	34.38	63.63	
PF3D7_0618400	PF3D7_0618400.1	N/A	PF3D7_0618400	1.94	0.41	14.73	
PF3D7_0618500	PF3D7_0618500.1	MDH	PF3D7_0618500	6.01	1.62	79.46	
PF3D7_0618600	PF3D7_0618600.1	ROM10	PF3D7_0618600	2.33	0.35	36.53	
PF3D7_0618700	PF3D7_0618700.1	N/A	PF3D7_0618700	2.04	1.19	49.15	
PF3D7_0618800	PF3D7_0618800.1	N/A	PF3D7_0618800	0.94	0.24	14.76	
PF3D7_0618900	PF3D7_0618900.1	GPI1	PF3D7_0618900	13.72	1.33	37.28	
PF3D7_0618900	PF3D7_0618900.2	GPI1	PF3D7_0618900	13.72	1.33	37.28	
PF3D7_0619000	PF3D7_0619000.1	N/A	PF3D7_0619000	3.46	1.34	67.81	
PF3D7_0619000	PF3D7_0619000.2	N/A	PF3D7_0619000	3.46	1.34	67.81	
PF3D7_0619100	PF3D7_0619100.1	N/A	PF3D7_0619100	0.76	0.87	50.98	
PF3D7_0619200	PF3D7_0619200.1	N/A	PF3D7_0619200	104.99	49.08	74.1	
PF3D7_0619300	PF3D7_0619300.1	N/A	PF3D7_0619300	6.01	3.5	53.8	
PF3D7_0619400	PF3D7_0619400.1	N/A	PF3D7_0619400	28.06	12.07	103.1	
PF3D7_0619500	PF3D7_0619500.1	ACS12	PF3D7_0619500	1.75	0.09	29.66	
PF3D7_0619600	PF3D7_0619600.1	N/A	PF3D7_0619600	1.54	0.22	30.18	
PF3D7_0619700	PF3D7_0619700.1	N/A	PF3D7_0619700	36.25	39.21	35.86	
PF3D7_0619800	PF3D7_0619800.1	N/A	PF3D7_0619800	3.33	0.73	26.07	
PF3D7_0619900	PF3D7_0619900.1	SF3A2	PF3D7_0619900	6.06	1.35	24.39	
PF3D7_0620000	PF3D7_0620000.1	PIMMS43	PF3D7_0620000	3.97	0.19	20.41	
PF3D7_0620100	PF3D7_0620100.1	N/A	PF3D7_0620100	0	3.52	15.84	
PF3D7_0620200	PF3D7_0620200.1	N/A	PF3D7_0620200	35.33	36.42	18.49	
PF3D7_0620300	PF3D7_0620300.1	N/A	PF3D7_0620300	1.58	0.21	12.48	
PF3D7_0620400	PF3D7_0620400.1	MSP10	PF3D7_0620400	1.35	0.18	55.6	
PF3D7_0620500	PF3D7_0620500.1	N/A	PF3D7_0620500	1.8	1.45	113.61	
PF3D7_0620600	PF3D7_0620600.1	N/A	PF3D7_0620600	0	1.65	11.99	
PF3D7_0620700	PF3D7_0620700.1	N/A	PF3D7_0620700	15.11	11.5	18.45	
PF3D7_0621000	PF3D7_0621000.1	N/A	PF3D7_0621000	2.19	6.9	28.25	
PF3D7_0621100	PF3D7_0621100.1	N/A	PF3D7_0621100	2.63	0.32	24.79	
PF3D7_0621200	PF3D7_0621200.1	PDX1	PF3D7_0621200	1.68	0.16	96.52	
PF3D7_0621300	PF3D7_0621300.1	PUF3	PF3D7_0621300	0.64	0.37	22.51	
PF3D7_0621350	PF3D7_0621350.1	SYS1	PF3D7_0621350	0	0	34.95	
PF3D7_0621400	PF3D7_0621400.1	ALV7	PF3D7_0621400	3.23	0.69	43.91	
PF3D7_0621500	PF3D7_0621500.1	RPP1	PF3D7_0621500	1.33	3.18	22.62	
PF3D7_0621700	PF3D7_0621700.1	N/A	PF3D7_0621700	11.48	12.81	37.8	
PF3D7_0621800	PF3D7_0621800.1	N/A	PF3D7_0621800	74.68	115.09	67.57	
PF3D7_0621900	PF3D7_0621900.1	SRP68	PF3D7_0621900	2.46	4.31	40.98	
PF3D7_0622000	PF3D7_0622000.1	N/A	PF3D7_0622000	0.59	1.37	31.22	
PF3D7_0622100	PF3D7_0622100.1	N/A	PF3D7_0622100	18.04	5.74	26.45	
PF3D7_0622200	PF3D7_0622200.1	N/A	PF3D7_0622200	4	1.18	47.33	
PF3D7_0622300	PF3D7_0622300.1	N/A	PF3D7_0622300	2.33	0.38	29.43	
PF3D7_0622400	PF3D7_0622400.1	N/A	PF3D7_0622400	3	0	31.45	
PF3D7_0622500	PF3D7_0622500.1	N/A	PF3D7_0622500	1.18	0.45	35.02	
PF3D7_0622600	PF3D7_0622600.1	QCR9	PF3D7_0622600	0	1.5	48.14	
PF3D7_0622700	PF3D7_0622700.1	N/A	PF3D7_0622700	18.88	5.28	13.95	
PF3D7_0622800	PF3D7_0622800.1	N/A	PF3D7_0622800	295.13	117.96	78.9	
PF3D7_0622900	PF3D7_0622900.1	AP2Tel	PF3D7_0622900	38.17	43.43	52.48	
PF3D7_0623000	PF3D7_0623000.1	CS	PF3D7_0623000	7.42	9.1	36.89	
PF3D7_0623100	PF3D7_0623100.1	NAB2	PF3D7_0623100	22.69	54.88	122.21	
PF3D7_0623200	PF3D7_0623200.1	FNR	PF3D7_0623200	7.46	3.98	15.22	
PF3D7_0623300	PF3D7_0623300.1	N/A	PF3D7_0623300	10.19	2.15	100.51	
PF3D7_0623400	PF3D7_0623400.1	PlasMei2	PF3D7_0623400	2.57	3.52	24.58	
PF3D7_0623500	PF3D7_0623500.1	SOD2	PF3D7_0623500	1.93	0.64	30.56	
PF3D7_0623600	PF3D7_0623600.1	N/A	PF3D7_0623600	9.27	7.13	90.58	
PF3D7_0623700	PF3D7_0623700.1	SUV3	PF3D7_0623700	3.21	1.64	35.65	
PF3D7_0623800	PF3D7_0623800.1	TKL4	PF3D7_0623800	11.18	42.49	130.56	
PF3D7_0623900	PF3D7_0623900.1	N/A	PF3D7_0623900	3.53	5.71	165.17	
PF3D7_0624000	PF3D7_0624000.1	HK	PF3D7_0624000	131.6	70.23	105.22	
PF3D7_0624100	PF3D7_0624100.1	N/A	PF3D7_0624100	11.63	3.91	37.32	
PF3D7_0624200	PF3D7_0624200.1	N/A	PF3D7_0624200	7.8	2.27	44.27	
PF3D7_0624300	PF3D7_0624300.1	N/A	PF3D7_0624300	5.45	1.17	42.35	
PF3D7_0624400	PF3D7_0624400.1	N/A	PF3D7_0624400	23.45	85.06	99.46	
PF3D7_0624500	PF3D7_0624500.1	APC11	PF3D7_0624500	266.51	9.44	33.02	
PF3D7_0624600	PF3D7_0624600.1	ISWI	PF3D7_0624600	75.14	456.47	212.38	
PF3D7_0624700	PF3D7_0624700.1	PIGL	PF3D7_0624700	39.18	31.43	38.04	
PF3D7_0624800	PF3D7_0624800.1	N/A	PF3D7_0624800	121.45	89.85	25.43	
PF3D7_0624900	PF3D7_0624900.1	N/A	PF3D7_0624900	416.52	51.93	61.34	
PF3D7_0625000	PF3D7_0625000.1	SMS1	PF3D7_0625000	47.97	16.34	33.28	
PF3D7_0625000	PF3D7_0625000.2	SMS1	PF3D7_0625000	47.97	16.34	33.28	
PF3D7_0625100	PF3D7_0625100.1	SMS2	PF3D7_0625100	100.32	20.21	15.92	
PF3D7_0625200	PF3D7_0625200.1	N/A	PF3D7_0625200	9.44	4.97	40.33	
PF3D7_0625300	PF3D7_0625300.1	N/A	PF3D7_0625300	5.42	7.46	43.81	
PF3D7_0625400	PF3D7_0625400.1	N/A	PF3D7_0625400	172.34	382.64	73.32	
PF3D7_0625500	PF3D7_0625500.1	N/A	PF3D7_0625500	7.46	42.45	46.05	
PF3D7_0625600	PF3D7_0625600.1	PAP	PF3D7_0625600	9.55	31.27	151.06	
PF3D7_0625700	PF3D7_0625700.1	N/A	PF3D7_0625700	2.56	0.74	21.44	
PF3D7_0625800	PF3D7_0625800.1	N/A	PF3D7_0625800	2.11	0.57	10.71	
PF3D7_0625900	PF3D7_0625900.1	N/A	PF3D7_0625900	3.12	0.82	28.56	
PF3D7_0626000	PF3D7_0626000.1	N/A	PF3D7_0626000	22.67	31.08	28.38	
PF3D7_0626100	PF3D7_0626100.1	N/A	PF3D7_0626100	61.19	49.7	24.44	
PF3D7_0626200	PF3D7_0626200.1	N/A	PF3D7_0626200	0.91	2.38	35.24	
PF3D7_0626300	PF3D7_0626300.1	FabB/FabF	PF3D7_0626300	4.46	6.35	81.6	
PF3D7_0626400	PF3D7_0626400.1	N/A	PF3D7_0626400	111.12	77.25	35.17	
PF3D7_0626500	PF3D7_0626500.1	N/A	PF3D7_0626500	11.61	29.32	74.14	
PF3D7_0626600	PF3D7_0626600.1	N/A	PF3D7_0626600	9.65	4.32	35.86	
PF3D7_0626700	PF3D7_0626700.1	N/A	PF3D7_0626700	43.11	35.73	49.44	
PF3D7_0626800	PF3D7_0626800.1	PyrK	PF3D7_0626800	161.71	49.6	39.06	
PF3D7_0626900	PF3D7_0626900.1	N/A	PF3D7_0626900	1.91	29.68	97.5	
PF3D7_0627000	PF3D7_0627000.1	N/A	PF3D7_0627000	66.41	205.82	113.03	
PF3D7_0627100	PF3D7_0627100.1	N/A	PF3D7_0627100	129.4	535.31	150.56	
PF3D7_0627200	PF3D7_0627200.1	N/A	PF3D7_0627200	41.23	69.89	74.46	
PF3D7_0627300	PF3D7_0627300.1	RNF5	PF3D7_0627300	992.91	1435.14	112.36	
PF3D7_0627400	PF3D7_0627400.1	TIM22	PF3D7_0627400	1.96	7.63	30.39	
PF3D7_0627500	PF3D7_0627500.1	DJ1	PF3D7_0627500	9.97	3.19	23.83	
PF3D7_0627600	PF3D7_0627600.1	N/A	PF3D7_0627600	5.08	8.24	120.13	
PF3D7_0627700	PF3D7_0627700.1	N/A	PF3D7_0627700	45.07	76.3	68.33	
PF3D7_0627800	PF3D7_0627800.1	ACS	PF3D7_0627800	41.3	87.14	85.4	
PF3D7_0627900	PF3D7_0627900.1	POP4	PF3D7_0627900	32.12	32.09	22.13	
PF3D7_0628000	PF3D7_0628000.1	PTPS	PF3D7_0628000	5.91	3.63	22.5	
PF3D7_0628100	PF3D7_0628100.1	N/A	PF3D7_0628100	52.67	13.34	58.34	
PF3D7_0628200	PF3D7_0628200.1	PK4	PF3D7_0628200	18.14	89.86	137.54	
PF3D7_0628300	PF3D7_0628300.1	CEPT	PF3D7_0628300	87.66	92.78	99.63	
PF3D7_0628400	PF3D7_0628400.1	N/A	PF3D7_0628400	1.12	0.5	48	
PF3D7_0628500	PF3D7_0628500.1	N/A	PF3D7_0628500	2.02	0.54	42.26	
PF3D7_0628600	PF3D7_0628600.1	N/A	PF3D7_0628600	2.35	0.44	57.07	
PF3D7_0628700	PF3D7_0628700.1	N/A	PF3D7_0628700	0.88	0.21	27.94	
PF3D7_0628800	PF3D7_0628800.1	GATB	PF3D7_0628800	0.8	0.49	42.36	
PF3D7_0628900	PF3D7_0628900.1	N/A	PF3D7_0628900	1.74	0.49	45.6	
PF3D7_0629000	PF3D7_0629000.1	GNA1	PF3D7_0629000	3.8	4.24	31.01	
PF3D7_0629100	PF3D7_0629100.1	NAPRT	PF3D7_0629100	25.99	18.88	32.3	
PF3D7_0629200	PF3D7_0629200.1	N/A	PF3D7_0629200	19.45	110.18	113.4	
PF3D7_0629300	PF3D7_0629300.1	PL	PF3D7_0629300	1899.95	1692.09	116.23	
PF3D7_0629400	PF3D7_0629400.1	PABP3	PF3D7_0629400	7.51	18.53	65.11	
PF3D7_0629500	PF3D7_0629500.1	AAT1	PF3D7_0629500	7.28	6.8	51.75	
PF3D7_0629600	PF3D7_0629600.1	N/A	PF3D7_0629600	2.44	2.24	35.19	
PF3D7_0629700	PF3D7_0629700.1	SET1	PF3D7_0629700	33.63	120.25	165.9	
PF3D7_0629800	PF3D7_0629800.1	N/A	PF3D7_0629800	64.36	128.01	46.63	
PF3D7_0629900	PF3D7_0629900.1	N/A	PF3D7_0629900	239.39	139.62	64.95	
PF3D7_0630000	PF3D7_0630000.1	N/A	PF3D7_0630000	2.32	2.33	76.21	
PF3D7_0630100	PF3D7_0630100.1	N/A	PF3D7_0630100	21.19	33.62	27.55	
PF3D7_0630200	PF3D7_0630200.1	PSOP6	PF3D7_0630200	2.4	3.03	195.96	
PF3D7_0630300	PF3D7_0630300.1	N/A	PF3D7_0630300	1.13	0.83	30.09	
PF3D7_0630400	PF3D7_0630400.1	N/A	PF3D7_0630400	117.35	225.73	51.52	
PF3D7_0630500	PF3D7_0630500.1	YTM1	PF3D7_0630500	16.88	55.51	63.05	
PF3D7_0630600	PF3D7_0630600.1	N/A	PF3D7_0630600	64.77	35.61	38.1	
PF3D7_0630700	PF3D7_0630700.1	N/A	PF3D7_0630700	2.73	0.63	31.76	
PF3D7_0630800	PF3D7_0630800.1	N/A	PF3D7_0630800	1.16	1.42	79.9	
PF3D7_0630900	PF3D7_0630900.1	HAS1	PF3D7_0630900	4.62	6.45	38	
PF3D7_0631000	PF3D7_0631000.1	N/A	PF3D7_0631000	0	0.42	17.98	
PF3D7_0631100	PF3D7_0631100.1	N/A	PF3D7_0631100	1.09	0.73	44.04	
PF3D7_0631200	PF3D7_0631200.1	VAR	PF3D7_0631200	2.52	0.09	45.58	
PF3D7_0631300	PF3D7_0631300.1	EPF1	PF3D7_0631300	0	0	1.5	
PF3D7_0631400	PF3D7_0631400.1	MC-2TM	PF3D7_0631400	0	0.1	16.47	
PF3D7_0631500	PF3D7_0631500.1	EPF3	PF3D7_0631500	0	0.21	4.7	
PF3D7_0631600	PF3D7_0631600.1	EPF4	PF3D7_0631600	0	0.23	4.56	
PF3D7_0631700	PF3D7_0631700.1	N/A	PF3D7_0631700	0	0.07	9.93	
PF3D7_0631800	PF3D7_0631800.1	RIF	PF3D7_0631800	0	0.21	302.81	
PF3D7_0631900	PF3D7_0631900.1	N/A	PF3D7_0631900	0	0.16	110.94	
PF3D7_0632000	PF3D7_0632000.1	RIF	PF3D7_0632000	0	0.2	58.99	
PF3D7_0632100	PF3D7_0632100.1	RIF	PF3D7_0632100	0	0.15	15.87	
PF3D7_0632200	PF3D7_0632200.1	RIF	PF3D7_0632200	0	0.13	143.75	
PF3D7_0632300	PF3D7_0632300.1	RIF	PF3D7_0632300	0.35	0.2	122.64	
PF3D7_0632400	PF3D7_0632400.1	RIF	PF3D7_0632400	0	0.19	176.57	
PF3D7_0632500	PF3D7_0632500.1	VAR	PF3D7_0632500	5.14	0.28	111.86	
PF3D7_0632600	PF3D7_0632600.1	RIF	PF3D7_0632600	2.78	0.28	92.45	
PF3D7_0632700	PF3D7_0632700.1	RIF	PF3D7_0632700	0.67	0.06	60.05	
PF3D7_0632800	PF3D7_0632800.1	VAR	PF3D7_0632800	2.84	0.4	113.89	
PF3D7_0700100	PF3D7_0700100.1	VAR	PF3D7_0700100	5.48	1.31	177.33	
PF3D7_0700200	PF3D7_0700200.1	RIF	PF3D7_0700200	0.39	0.22	130.73	
PF3D7_0700300	PF3D7_0700300.1	RIF	PF3D7_0700300	0	0.23	48.66	
PF3D7_0700400	PF3D7_0700400.1	N/A	PF3D7_0700400	0.42	0.16	64.09	
PF3D7_0700500	PF3D7_0700500.1	RIF	PF3D7_0700500	1.85	0.27	84.06	
PF3D7_0700600	PF3D7_0700600.1	N/A	PF3D7_0700600	0	0.08	6.34	
PF3D7_0700700	PF3D7_0700700.1	N/A	PF3D7_0700700	3.63	0.59	72.88	
PF3D7_0700800	PF3D7_0700800.1	MC-2TM	PF3D7_0700800	0	0.63	14.23	
PF3D7_0700900	PF3D7_0700900.1	EPF1	PF3D7_0700900	0	0.35	15.72	
PF3D7_0701000	PF3D7_0701000.1	N/A	PF3D7_0701000	0.49	0.28	8.23	
PF3D7_0701100	PF3D7_0701100.1	RIF	PF3D7_0701100	0	0.07	114.63	
PF3D7_0701200	PF3D7_0701200.1	RIF	PF3D7_0701200	0	0.32	98.78	
PF3D7_0701300	PF3D7_0701300.1	RIF	PF3D7_0701300	3.28	0.07	6.4	
PF3D7_0701400	PF3D7_0701400.1	EPF4	PF3D7_0701400	264.03	0.16	12.52	
PF3D7_0701500	PF3D7_0701500.1	EPF3	PF3D7_0701500	0	0	1.23	
PF3D7_0701600	PF3D7_0701600.1	MC-2TM	PF3D7_0701600	1.61	0.41	18.39	
PF3D7_0701700	PF3D7_0701700.1	EPF1	PF3D7_0701700	0	0.09	7.33	
PF3D7_0701800	PF3D7_0701800.1	RIF	PF3D7_0701800	0	0.07	40.35	
PF3D7_0701900	PF3D7_0701900.1	N/A	PF3D7_0701900	2.31	2.42	88.57	
PF3D7_0702000	PF3D7_0702000.1	N/A	PF3D7_0702000	1.03	1.28	43.33	
PF3D7_0702100	PF3D7_0702100.1	N/A	PF3D7_0702100	23.16	18.79	159.96	
PF3D7_0702200	PF3D7_0702200.1	N/A	PF3D7_0702200	3.03	0.69	81.13	
PF3D7_0702300	PF3D7_0702300.1	STARP	PF3D7_0702300	0.21	0.2	161.48	
PF3D7_0702400	PF3D7_0702400.1	SEMP1	PF3D7_0702400	32.9	23.1	53.63	
PF3D7_0702500	PF3D7_0702500.1	N/A	PF3D7_0702500	1.5	0.29	58.31	
PF3D7_0702600	PF3D7_0702600.1	N/A	PF3D7_0702600	4.32	5.52	279.26	
PF3D7_0702900	PF3D7_0702900.1	N/A	PF3D7_0702900	6.12	1.12	44.55	
PF3D7_0703000	PF3D7_0703000.1	N/A	PF3D7_0703000	1.07	0.37	24.53	
PF3D7_0703100	PF3D7_0703100.1	CIA2	PF3D7_0703100	1.4	0.94	15.64	
PF3D7_0703200	PF3D7_0703200.1	N/A	PF3D7_0703200	2.94	5.81	71.62	
PF3D7_0703300	PF3D7_0703300.1	N/A	PF3D7_0703300	34.69	16.02	19.57	
PF3D7_0703400	PF3D7_0703400.1	N/A	PF3D7_0703400	3.04	17.21	68.31	
PF3D7_0703500	PF3D7_0703500.1	N/A	PF3D7_0703500	159.08	327.43	99.5	
PF3D7_0703600	PF3D7_0703600.1	N/A	PF3D7_0703600	5.33	10.71	31.74	
PF3D7_0703700	PF3D7_0703700.1	N/A	PF3D7_0703700	2.06	2.33	72.64	
PF3D7_0703800	PF3D7_0703800.1	N/A	PF3D7_0703800	1.46	0.48	40.75	
